Lead_ID,Lead_Date,MQL_Date,SQL_Date,Opportunity_Date,Won_Date,Deal_Value,Sales_Cycle_Days,Company_Name,Industry,Company_Size,Region,Lead_Source,Sales_Rep,Product_Interest,Engagement_Score,Lead_Status
L01023,2025-05-01,,,,,0,,Company_1023,Retail,Mid-Market,West,Google Ads,Arjun,Cloud Solutions,53,SQL
L01024,2025-07-31,,,,,0,,Company_1024,Logistics,Mid-Market,West,Website,Neha,Analytics Platform,19,Lead
L01025,2025-06-20,,,,,0,,Company_1025,Manufacturing,Mid-Market,Central,LinkedIn,Amit,Cloud Solutions,29,Opportunity
L01026,2025-11-15,,,,,0,,Company_1026,Finance,Enterprise,West,Website,Sneha,CRM Software,37,MQL
L01027,2025-08-05,,,,,0,,Company_1027,Manufacturing,Enterprise,South,Website,Amit,CRM Software,21,SQL
L01028,2025-12-16,2025-12-21,,,,0,,Company_1028,Education,Mid-Market,South,Webinar,Rahul,Cybersecurity,99,MQL
L01029,2025-03-23,2025-03-28,2025-04-01,,,0,,Company_1029,Finance,Mid-Market,South,Referral,Priya,Cloud Solutions,89,Opportunity
L01030,2025-09-28,2025-10-03,2025-10-10,2025-10-24,,483513,,Company_1030,Manufacturing,Enterprise,Central,Website,Sneha,Cloud Solutions,23,Lead
L01031,2025-03-18,2025-03-22,2025-03-26,,,0,,Company_1031,Finance,Mid-Market,North,LinkedIn,Amit,Cybersecurity,56,MQL
L01032,2025-06-23,2025-06-29,,,,0,,Company_1032,Education,Mid-Market,South,Referral,Sneha,ERP Software,53,Won
L01033,2025-02-14,,,,,0,,Company_1033,Logistics,Enterprise,South,Referral,Rahul,Cybersecurity,42,Lead
L01034,2025-09-18,2025-09-24,2025-10-02,2025-10-17,2025-11-13,126802,56.0,Company_1034,Technology,Small,Central,Google Ads,Priya,ERP Software,23,Won
L01035,2025-06-16,2025-06-21,,,,0,,Company_1035,Retail,Small,North,LinkedIn,Amit,Cybersecurity,81,Lead
L01036,2025-07-02,2025-07-04,2025-07-13,2025-07-19,2025-08-13,737991,42.0,Company_1036,Logistics,Mid-Market,North,Referral,Amit,CRM Software,72,Lead
L01037,2025-05-18,2025-05-20,2025-05-29,2025-06-08,2025-06-16,969720,29.0,Company_1037,Education,Mid-Market,East,Trade Show,Vikash,ERP Software,61,Lead
L01038,2025-12-25,2025-12-31,2026-01-09,2026-01-16,2026-02-11,368773,48.0,Company_1038,Finance,Small,South,Trade Show,Sneha,Cybersecurity,79,Lead
L01039,2025-05-23,2025-05-24,2025-05-30,,,0,,Company_1039,Education,Small,South,Google Ads,Vikash,CRM Software,58,Lost
L01040,2025-06-14,2025-06-20,,,,0,,Company_1040,Technology,Small,East,Google Ads,Arjun,Cloud Solutions,28,MQL
L01041,2025-05-22,,,,,0,,Company_1041,Logistics,Small,East,Webinar,Priya,Cloud Solutions,92,Lead
L01042,2025-09-24,2025-09-28,2025-10-02,2025-10-10,,909201,,Company_1042,Retail,Enterprise,West,Webinar,Priya,Analytics Platform,29,MQL
L01043,2025-02-08,2025-02-14,2025-02-23,2025-02-27,2025-03-19,500359,39.0,Company_1043,Logistics,Small,South,Google Ads,Amit,ERP Software,84,Lead
L01044,2025-11-17,,,,,0,,Company_1044,Technology,Small,West,Email Campaign,Amit,Cybersecurity,17,MQL
L01045,2025-08-02,,,,,0,,Company_1045,Manufacturing,Small,South,Trade Show,Arjun,Analytics Platform,32,Won
L01046,2025-03-27,,,,,0,,Company_1046,Education,Mid-Market,Central,Referral,Amit,Cybersecurity,36,Lead
L01047,2025-03-21,2025-03-28,,,,0,,Company_1047,Education,Mid-Market,West,Trade Show,Vikash,ERP Software,27,Lost
L01048,2025-01-21,2025-01-22,2025-02-01,2025-02-12,2025-03-08,130521,46.0,Company_1048,Manufacturing,Small,South,Trade Show,Vikash,ERP Software,55,Lead
L01049,2025-02-12,2025-02-17,,,,0,,Company_1049,Finance,Small,South,Referral,Neha,Cybersecurity,31,Opportunity
L01050,2025-02-04,2025-02-09,2025-02-13,2025-02-20,2025-03-09,669805,33.0,Company_1050,Education,Enterprise,Central,Website,Arjun,Cybersecurity,95,Lead
L01051,2025-07-01,2025-07-04,2025-07-08,,,0,,Company_1051,Manufacturing,Enterprise,Central,Trade Show,Sneha,Cybersecurity,71,Opportunity
L01052,2025-02-28,2025-03-05,,,,0,,Company_1052,Finance,Small,East,Referral,Sneha,CRM Software,58,Lead
L01053,2025-12-17,2025-12-24,,,,0,,Company_1053,Education,Mid-Market,Central,Email Campaign,Vikash,Cloud Solutions,52,SQL
L01054,2025-02-28,2025-03-07,2025-03-09,,,0,,Company_1054,Education,Small,West,Trade Show,Priya,Analytics Platform,96,Won
L01055,2025-06-21,2025-06-26,,,,0,,Company_1055,Manufacturing,Small,South,LinkedIn,Rahul,Cloud Solutions,14,Lead
L01056,2025-02-17,2025-02-19,2025-02-24,2025-02-27,,367705,,Company_1056,Technology,Small,West,Website,Amit,Analytics Platform,92,MQL
L01057,2025-08-16,2025-08-20,2025-08-26,,,0,,Company_1057,Manufacturing,Enterprise,Central,Referral,Neha,Cloud Solutions,17,Lead
L01058,2025-10-12,2025-10-16,2025-10-26,,,0,,Company_1058,Logistics,Small,South,Website,Vikash,Cybersecurity,81,Lost
L01059,2025-06-17,2025-06-20,2025-06-24,2025-07-06,2025-07-12,487255,25.0,Company_1059,Education,Enterprise,Central,Referral,Neha,Cybersecurity,64,Lead
L01060,2025-02-01,,,,,0,,Company_1060,Technology,Enterprise,East,Google Ads,Sneha,Cloud Solutions,10,Won
L01061,2025-01-23,2025-01-24,2025-01-26,2025-01-31,,104739,,Company_1061,Logistics,Small,North,Email Campaign,Amit,ERP Software,92,Lead
L01062,2025-03-23,2025-03-30,,,,0,,Company_1062,Education,Mid-Market,Central,Website,Sneha,Cloud Solutions,39,MQL
L01063,2025-07-25,2025-07-28,,,,0,,Company_1063,Retail,Enterprise,West,LinkedIn,Sneha,Cloud Solutions,49,Lead
L01064,2025-04-20,,,,,0,,Company_1064,Retail,Mid-Market,North,Email Campaign,Rahul,Analytics Platform,32,Lead
L01065,2025-07-22,2025-07-23,2025-07-31,,,0,,Company_1065,Healthcare,Mid-Market,Central,Google Ads,Rahul,CRM Software,32,Lead
L01066,2025-10-29,2025-11-05,2025-11-15,2025-11-25,2025-12-07,779110,39.0,Company_1066,Retail,Enterprise,South,Email Campaign,Arjun,Cloud Solutions,36,SQL
L01067,2025-06-03,2025-06-07,2025-06-12,,,0,,Company_1067,Manufacturing,Small,West,Website,Priya,CRM Software,89,Opportunity
L01068,2025-12-26,2025-12-27,,,,0,,Company_1068,Retail,Mid-Market,North,Website,Arjun,Analytics Platform,87,SQL
L01069,2025-11-06,2025-11-11,2025-11-20,2025-12-04,,410474,,Company_1069,Healthcare,Small,East,Email Campaign,Priya,ERP Software,42,Lead
L01070,2025-08-01,2025-08-05,2025-08-13,2025-08-19,,640441,,Company_1070,Healthcare,Mid-Market,West,Website,Neha,ERP Software,51,Opportunity
L01071,2025-01-05,,,,,0,,Company_1071,Finance,Mid-Market,West,Webinar,Rahul,CRM Software,38,Lead
L01072,2025-07-02,2025-07-05,,,,0,,Company_1072,Logistics,Enterprise,South,Email Campaign,Rahul,ERP Software,61,Opportunity
L01073,2025-04-28,2025-04-30,2025-05-09,2025-05-14,2025-06-04,228150,37.0,Company_1073,Retail,Mid-Market,Central,Trade Show,Priya,Cybersecurity,22,MQL
L01074,2025-06-21,2025-06-25,2025-07-04,,,0,,Company_1074,Manufacturing,Enterprise,West,Referral,Arjun,CRM Software,40,SQL
L01075,2025-06-08,,,,,0,,Company_1075,Retail,Enterprise,North,Trade Show,Sneha,Cloud Solutions,85,SQL
L01076,2025-08-18,2025-08-25,,,,0,,Company_1076,Healthcare,Enterprise,North,LinkedIn,Rahul,Analytics Platform,15,Lead
L01077,2025-11-16,2025-11-18,,,,0,,Company_1077,Education,Small,South,LinkedIn,Priya,Analytics Platform,11,Lead
L01078,2025-05-20,2025-05-21,,,,0,,Company_1078,Healthcare,Mid-Market,South,Website,Sneha,Cloud Solutions,65,MQL
L01079,2025-10-18,2025-10-24,2025-10-31,,,0,,Company_1079,Manufacturing,Mid-Market,East,Referral,Priya,ERP Software,40,Lead
L01080,2025-10-21,2025-10-23,2025-11-02,2025-11-14,2025-12-14,445004,54.0,Company_1080,Healthcare,Mid-Market,East,LinkedIn,Priya,CRM Software,74,Lead
L01081,2025-09-06,2025-09-10,,,,0,,Company_1081,Technology,Enterprise,North,Website,Amit,Analytics Platform,67,Opportunity
L01082,2025-04-21,2025-04-25,2025-05-04,2025-05-13,2025-05-28,846551,37.0,Company_1082,Technology,Mid-Market,South,Website,Arjun,ERP Software,67,SQL
L01083,2025-06-05,,,,,0,,Company_1083,Logistics,Small,North,Google Ads,Sneha,CRM Software,58,MQL
L01084,2025-04-17,,,,,0,,Company_1084,Logistics,Mid-Market,East,Webinar,Vikash,CRM Software,97,Lost
L01085,2025-10-08,,,,,0,,Company_1085,Education,Mid-Market,South,Website,Amit,Cybersecurity,37,Lost
L01086,2025-01-29,,,,,0,,Company_1086,Education,Small,South,Google Ads,Arjun,Cloud Solutions,77,Opportunity
L01087,2025-06-05,2025-06-12,,,,0,,Company_1087,Healthcare,Enterprise,West,LinkedIn,Rahul,Cloud Solutions,56,Lead
L01088,2025-03-22,2025-03-28,2025-04-01,2025-04-07,,800047,,Company_1088,Manufacturing,Small,North,Trade Show,Sneha,Analytics Platform,55,Opportunity
L01089,2025-05-07,2025-05-12,2025-05-14,,,0,,Company_1089,Finance,Enterprise,East,LinkedIn,Arjun,ERP Software,28,Lead
L01090,2025-12-27,,,,,0,,Company_1090,Logistics,Mid-Market,West,Website,Amit,CRM Software,63,MQL
L01091,2025-05-17,,,,,0,,Company_1091,Technology,Small,South,Trade Show,Vikash,Cybersecurity,40,MQL
L01092,2025-06-09,,,,,0,,Company_1092,Healthcare,Small,North,Trade Show,Vikash,ERP Software,23,MQL
L01093,2025-06-27,2025-07-01,2025-07-09,,,0,,Company_1093,Technology,Mid-Market,West,Webinar,Rahul,CRM Software,49,Won
L01094,2025-06-12,2025-06-13,2025-06-23,,,0,,Company_1094,Finance,Enterprise,North,Webinar,Vikash,Cybersecurity,34,SQL
L01095,2025-03-12,2025-03-13,,,,0,,Company_1095,Finance,Mid-Market,Central,LinkedIn,Sneha,ERP Software,58,Lead
L01096,2025-10-20,2025-10-22,2025-10-25,,,0,,Company_1096,Finance,Small,North,Website,Priya,Analytics Platform,33,SQL
L01097,2025-03-21,2025-03-27,2025-03-31,2025-04-11,,993561,,Company_1097,Retail,Small,South,Google Ads,Arjun,Cloud Solutions,78,SQL
L01098,2025-12-03,2025-12-04,2025-12-12,2025-12-26,,201126,,Company_1098,Technology,Enterprise,North,Google Ads,Neha,Analytics Platform,94,Lead
L01099,2025-06-24,2025-07-01,2025-07-11,2025-07-19,2025-08-07,141509,44.0,Company_1099,Education,Mid-Market,North,Google Ads,Vikash,Cybersecurity,78,MQL
L01100,2025-11-18,2025-11-21,2025-11-23,2025-12-01,,473800,,Company_1100,Healthcare,Mid-Market,Central,LinkedIn,Arjun,ERP Software,75,Lead
L01101,2025-08-05,2025-08-12,2025-08-16,2025-08-26,,157092,,Company_1101,Finance,Mid-Market,South,LinkedIn,Neha,Analytics Platform,28,Lead
L01102,2025-08-25,2025-08-31,,,,0,,Company_1102,Technology,Enterprise,East,LinkedIn,Vikash,Cybersecurity,84,MQL
L01103,2025-01-23,2025-01-25,,,,0,,Company_1103,Manufacturing,Enterprise,North,Google Ads,Vikash,Cloud Solutions,41,Lead
L01104,2025-12-04,2025-12-08,2025-12-18,2025-12-26,,916927,,Company_1104,Healthcare,Mid-Market,North,Webinar,Sneha,Cybersecurity,81,SQL
L01105,2025-03-21,2025-03-27,2025-04-03,,,0,,Company_1105,Finance,Small,South,Email Campaign,Sneha,Cybersecurity,53,Lead
L01106,2025-07-09,2025-07-15,2025-07-22,2025-07-25,2025-08-18,226834,40.0,Company_1106,Retail,Small,South,Referral,Arjun,Analytics Platform,66,Lead
L01107,2025-03-10,2025-03-16,2025-03-21,,,0,,Company_1107,Education,Mid-Market,South,Webinar,Priya,ERP Software,15,Won
L01108,2025-01-31,2025-02-06,,,,0,,Company_1108,Manufacturing,Enterprise,Central,LinkedIn,Amit,Analytics Platform,44,Lead
L01109,2025-04-01,2025-04-05,,,,0,,Company_1109,Healthcare,Mid-Market,North,LinkedIn,Arjun,Cybersecurity,12,SQL
L01110,2025-04-19,,,,,0,,Company_1110,Healthcare,Enterprise,East,LinkedIn,Priya,CRM Software,58,Lead
L01111,2025-10-10,,,,,0,,Company_1111,Education,Mid-Market,East,Website,Sneha,Cloud Solutions,96,Opportunity
L01112,2025-12-04,2025-12-11,2025-12-21,2025-12-26,2026-01-03,169272,30.0,Company_1112,Healthcare,Mid-Market,East,Website,Neha,Analytics Platform,31,Lead
L01113,2025-04-23,2025-04-27,2025-05-02,,,0,,Company_1113,Education,Enterprise,Central,Referral,Neha,Cybersecurity,70,MQL
L01114,2025-09-27,2025-10-01,,,,0,,Company_1114,Manufacturing,Enterprise,South,LinkedIn,Vikash,CRM Software,86,Lead
L01115,2025-08-19,2025-08-25,2025-09-04,2025-09-08,,821845,,Company_1115,Retail,Small,East,Trade Show,Arjun,CRM Software,37,MQL
L01116,2025-06-03,,,,,0,,Company_1116,Manufacturing,Small,West,LinkedIn,Neha,Cybersecurity,16,Lead
L01117,2025-05-14,,,,,0,,Company_1117,Education,Small,Central,Email Campaign,Priya,Cloud Solutions,98,SQL
L01118,2025-12-27,,,,,0,,Company_1118,Education,Small,Central,Trade Show,Amit,Cloud Solutions,85,MQL
L01119,2025-03-23,,,,,0,,Company_1119,Education,Mid-Market,South,Google Ads,Priya,Cloud Solutions,82,MQL
L01120,2025-04-30,2025-05-03,,,,0,,Company_1120,Retail,Small,East,Trade Show,Priya,CRM Software,39,Lost
L01121,2025-10-07,2025-10-11,,,,0,,Company_1121,Education,Small,West,Referral,Arjun,CRM Software,27,MQL
L01122,2025-11-02,2025-11-06,2025-11-14,,,0,,Company_1122,Manufacturing,Enterprise,South,Trade Show,Arjun,Cybersecurity,70,Lead
L01123,2025-12-22,2025-12-27,,,,0,,Company_1123,Manufacturing,Small,North,Referral,Amit,Cybersecurity,12,Lead
L01124,2025-03-14,,,,,0,,Company_1124,Logistics,Mid-Market,West,LinkedIn,Sneha,Cloud Solutions,67,MQL
L01125,2025-10-21,2025-10-23,,,,0,,Company_1125,Finance,Small,Central,Website,Priya,ERP Software,70,MQL
L01126,2025-08-15,2025-08-17,,,,0,,Company_1126,Education,Small,South,Email Campaign,Sneha,Analytics Platform,92,Opportunity
L01127,2025-06-19,2025-06-23,2025-07-03,2025-07-17,2025-08-12,396165,54.0,Company_1127,Manufacturing,Small,North,Trade Show,Arjun,CRM Software,48,Lead
L01128,2025-10-20,2025-10-24,,,,0,,Company_1128,Retail,Mid-Market,East,Trade Show,Neha,CRM Software,19,SQL
L01129,2025-06-04,,,,,0,,Company_1129,Finance,Mid-Market,Central,Email Campaign,Vikash,Analytics Platform,67,Opportunity
L01130,2025-03-07,2025-03-11,,,,0,,Company_1130,Retail,Enterprise,North,LinkedIn,Neha,Cloud Solutions,53,Lead
L01131,2025-07-18,2025-07-20,2025-07-25,,,0,,Company_1131,Finance,Enterprise,South,Referral,Amit,Cloud Solutions,58,Lead
L01132,2025-11-04,2025-11-10,2025-11-18,,,0,,Company_1132,Healthcare,Small,North,Google Ads,Vikash,Cybersecurity,14,Lead
L01133,2025-07-21,2025-07-27,2025-08-06,,,0,,Company_1133,Healthcare,Mid-Market,North,Webinar,Arjun,Analytics Platform,18,MQL
L01134,2025-01-08,2025-01-10,2025-01-13,,,0,,Company_1134,Retail,Enterprise,East,Email Campaign,Priya,Cybersecurity,26,Lead
L01135,2025-11-01,2025-11-04,2025-11-12,2025-11-22,2025-12-03,877814,32.0,Company_1135,Logistics,Enterprise,North,Email Campaign,Amit,Cloud Solutions,90,MQL
L01136,2025-01-27,2025-01-30,2025-02-06,2025-02-21,,862445,,Company_1136,Finance,Small,Central,Website,Sneha,Cybersecurity,21,Lost
L01137,2025-06-01,2025-06-07,2025-06-11,2025-06-14,2025-07-11,336834,40.0,Company_1137,Manufacturing,Mid-Market,West,Email Campaign,Vikash,ERP Software,37,SQL
L01138,2025-10-12,2025-10-14,2025-10-20,,,0,,Company_1138,Healthcare,Mid-Market,Central,Website,Rahul,ERP Software,43,Lost
L01139,2025-10-22,2025-10-29,2025-11-04,,,0,,Company_1139,Finance,Small,South,Webinar,Arjun,CRM Software,41,Lost
L01140,2025-07-24,2025-07-25,,,,0,,Company_1140,Education,Enterprise,North,Google Ads,Priya,Cloud Solutions,64,SQL
L01141,2025-01-19,2025-01-20,,,,0,,Company_1141,Retail,Enterprise,East,Website,Neha,Analytics Platform,19,Opportunity
L01142,2025-09-15,,,,,0,,Company_1142,Healthcare,Small,North,Email Campaign,Amit,CRM Software,25,SQL
L01143,2025-11-22,,,,,0,,Company_1143,Finance,Enterprise,Central,Referral,Neha,Cloud Solutions,54,Lead
L01144,2025-03-09,,,,,0,,Company_1144,Finance,Mid-Market,West,Trade Show,Arjun,CRM Software,19,Lost
L01145,2025-06-26,,,,,0,,Company_1145,Manufacturing,Enterprise,East,LinkedIn,Rahul,Analytics Platform,29,SQL
L01146,2025-10-01,,,,,0,,Company_1146,Technology,Mid-Market,Central,Google Ads,Priya,Cybersecurity,68,Lead
L01147,2025-02-18,2025-02-20,2025-03-01,,,0,,Company_1147,Logistics,Small,West,Webinar,Sneha,CRM Software,32,Lead
L01148,2025-12-01,,,,,0,,Company_1148,Retail,Small,West,Website,Neha,Cybersecurity,44,Lead
L01149,2025-04-30,,,,,0,,Company_1149,Finance,Mid-Market,North,Website,Amit,Cloud Solutions,16,MQL
L01150,2025-02-28,2025-03-05,2025-03-07,,,0,,Company_1150,Technology,Mid-Market,North,Referral,Sneha,ERP Software,17,Lead
L01151,2025-03-15,2025-03-19,,,,0,,Company_1151,Education,Small,North,Website,Amit,Analytics Platform,74,MQL
L01152,2025-01-06,2025-01-11,2025-01-17,,,0,,Company_1152,Finance,Mid-Market,West,LinkedIn,Sneha,Analytics Platform,94,Won
L01153,2025-05-23,,,,,0,,Company_1153,Healthcare,Mid-Market,South,Google Ads,Sneha,CRM Software,33,Opportunity
L01154,2025-03-04,2025-03-07,,,,0,,Company_1154,Technology,Mid-Market,West,LinkedIn,Priya,Analytics Platform,68,Won
L01155,2025-12-01,2025-12-04,,,,0,,Company_1155,Finance,Small,South,Webinar,Priya,Cybersecurity,66,MQL
L01156,2025-02-12,2025-02-16,,,,0,,Company_1156,Healthcare,Mid-Market,Central,Google Ads,Rahul,Cybersecurity,72,Lead
L01157,2025-11-15,,,,,0,,Company_1157,Education,Enterprise,West,Google Ads,Arjun,CRM Software,27,Won
L01158,2025-11-15,,,,,0,,Company_1158,Logistics,Enterprise,East,Google Ads,Amit,Cloud Solutions,20,MQL
L01159,2025-04-28,2025-05-05,2025-05-10,2025-05-22,,322879,,Company_1159,Logistics,Mid-Market,North,Webinar,Vikash,Cybersecurity,44,SQL
L01160,2025-07-12,,,,,0,,Company_1160,Technology,Enterprise,South,Google Ads,Priya,ERP Software,16,Lead
L01161,2025-05-29,,,,,0,,Company_1161,Manufacturing,Mid-Market,West,Website,Arjun,Cybersecurity,80,Lost
L01162,2025-05-16,2025-05-18,2025-05-25,,,0,,Company_1162,Retail,Mid-Market,Central,Trade Show,Amit,CRM Software,27,Lead
L01163,2025-11-12,2025-11-19,2025-11-22,2025-11-30,2025-12-05,858542,23.0,Company_1163,Healthcare,Small,West,Webinar,Amit,Cloud Solutions,25,MQL
L01164,2025-07-26,2025-07-29,2025-08-02,,,0,,Company_1164,Finance,Small,East,Website,Sneha,Cloud Solutions,31,SQL
L01165,2025-05-02,2025-05-05,,,,0,,Company_1165,Healthcare,Enterprise,East,Webinar,Sneha,ERP Software,52,Opportunity
L01166,2025-07-28,2025-08-04,2025-08-10,2025-08-14,2025-09-10,421653,44.0,Company_1166,Education,Mid-Market,East,Google Ads,Rahul,Cybersecurity,93,Lead
L01167,2025-08-07,2025-08-12,,,,0,,Company_1167,Education,Small,West,LinkedIn,Amit,ERP Software,34,Won
L01168,2025-04-29,2025-05-02,,,,0,,Company_1168,Education,Enterprise,West,Website,Amit,Analytics Platform,67,Lead
L01169,2025-05-19,2025-05-26,2025-05-28,2025-06-02,2025-06-12,928488,24.0,Company_1169,Retail,Small,Central,Referral,Neha,Cybersecurity,32,Lead
L01170,2025-03-25,2025-03-27,2025-04-05,,,0,,Company_1170,Retail,Mid-Market,East,Referral,Amit,Analytics Platform,43,Opportunity
L01171,2025-02-15,2025-02-22,2025-03-03,2025-03-09,,264447,,Company_1171,Healthcare,Enterprise,North,Trade Show,Arjun,Analytics Platform,34,SQL
L01172,2025-10-15,,,,,0,,Company_1172,Retail,Mid-Market,West,Website,Vikash,Cloud Solutions,95,Lead
L01173,2025-10-05,,,,,0,,Company_1173,Technology,Mid-Market,North,Website,Sneha,ERP Software,17,Lead
L01174,2025-08-18,2025-08-21,2025-08-28,2025-09-08,,627205,,Company_1174,Logistics,Mid-Market,North,Trade Show,Vikash,CRM Software,30,Opportunity
L01175,2025-06-28,2025-07-02,2025-07-12,2025-07-24,2025-08-13,415761,46.0,Company_1175,Education,Enterprise,Central,Email Campaign,Rahul,ERP Software,58,MQL
L01176,2025-07-06,,,,,0,,Company_1176,Education,Enterprise,Central,LinkedIn,Priya,Analytics Platform,74,Lead
L01177,2025-06-06,,,,,0,,Company_1177,Healthcare,Small,South,Email Campaign,Priya,Cybersecurity,49,Lead
L01178,2025-06-07,2025-06-09,2025-06-11,2025-06-20,,190669,,Company_1178,Logistics,Enterprise,South,Email Campaign,Priya,CRM Software,70,Lost
L01179,2025-09-17,,,,,0,,Company_1179,Technology,Enterprise,East,Email Campaign,Vikash,ERP Software,39,MQL
L01180,2025-04-13,,,,,0,,Company_1180,Finance,Small,North,Email Campaign,Sneha,Cybersecurity,59,Lost
L01181,2025-01-11,,,,,0,,Company_1181,Logistics,Small,East,Trade Show,Neha,CRM Software,24,MQL
L01182,2025-08-30,2025-08-31,,,,0,,Company_1182,Healthcare,Mid-Market,Central,Referral,Neha,Cloud Solutions,14,Lead
L01183,2025-10-06,2025-10-13,2025-10-22,,,0,,Company_1183,Manufacturing,Mid-Market,Central,Webinar,Neha,Cybersecurity,85,Won
L01184,2025-05-16,2025-05-18,,,,0,,Company_1184,Logistics,Mid-Market,North,LinkedIn,Priya,ERP Software,77,MQL
L01185,2025-01-30,2025-02-04,2025-02-12,2025-02-22,2025-03-21,508201,50.0,Company_1185,Manufacturing,Enterprise,East,LinkedIn,Arjun,ERP Software,17,Lead
L01186,2025-04-20,,,,,0,,Company_1186,Retail,Enterprise,East,Webinar,Sneha,Cybersecurity,85,Lead
L01187,2025-01-31,2025-02-07,2025-02-11,,,0,,Company_1187,Manufacturing,Mid-Market,East,LinkedIn,Arjun,Cloud Solutions,40,Lead
L01188,2025-03-02,2025-03-05,,,,0,,Company_1188,Logistics,Small,North,Webinar,Rahul,Cybersecurity,27,SQL
L01189,2025-02-07,,,,,0,,Company_1189,Finance,Small,East,Trade Show,Vikash,Cloud Solutions,38,MQL
L01190,2025-02-11,,,,,0,,Company_1190,Retail,Small,North,Website,Amit,Analytics Platform,86,MQL
L01191,2025-11-20,2025-11-27,,,,0,,Company_1191,Retail,Small,East,Website,Sneha,Cybersecurity,84,Lead
L01192,2025-11-07,2025-11-09,2025-11-17,2025-11-21,,387024,,Company_1192,Logistics,Enterprise,West,Website,Sneha,CRM Software,89,Lead
L01193,2025-01-01,2025-01-04,,,,0,,Company_1193,Logistics,Mid-Market,West,Google Ads,Rahul,Analytics Platform,59,Won
L01194,2025-01-26,,,,,0,,Company_1194,Retail,Enterprise,West,Google Ads,Amit,ERP Software,86,Lead
L01195,2025-10-08,2025-10-13,,,,0,,Company_1195,Retail,Enterprise,West,Google Ads,Amit,Cybersecurity,96,Lost
L01196,2025-10-25,2025-10-29,2025-11-01,2025-11-12,,485197,,Company_1196,Technology,Mid-Market,West,LinkedIn,Arjun,CRM Software,10,SQL
L01197,2025-01-06,,,,,0,,Company_1197,Education,Small,North,Email Campaign,Vikash,ERP Software,13,Opportunity
L01198,2025-01-27,,,,,0,,Company_1198,Healthcare,Mid-Market,East,Trade Show,Rahul,Cloud Solutions,11,Lead
L01199,2025-05-14,2025-05-16,2025-05-20,,,0,,Company_1199,Retail,Small,North,Referral,Priya,Cloud Solutions,97,Lead
L01200,2025-11-12,,,,,0,,Company_1200,Manufacturing,Small,East,Website,Priya,Cloud Solutions,53,Lead
L01201,2025-07-07,2025-07-10,,,,0,,Company_1201,Retail,Enterprise,East,Email Campaign,Arjun,Cybersecurity,96,Lead
L01202,2025-01-21,2025-01-28,,,,0,,Company_1202,Manufacturing,Enterprise,East,Trade Show,Neha,Analytics Platform,93,Opportunity
L01203,2025-04-14,2025-04-16,2025-04-25,2025-05-09,2025-05-26,656668,42.0,Company_1203,Manufacturing,Enterprise,West,Referral,Arjun,Analytics Platform,93,Opportunity
L01204,2025-10-15,,,,,0,,Company_1204,Technology,Enterprise,South,Trade Show,Rahul,Cybersecurity,68,Lead
L01205,2025-09-06,2025-09-07,2025-09-15,2025-09-30,2025-10-08,336059,32.0,Company_1205,Manufacturing,Enterprise,East,Website,Priya,Cloud Solutions,18,Lead
L01206,2025-05-07,,,,,0,,Company_1206,Retail,Small,North,Referral,Arjun,Cybersecurity,70,Lead
L01207,2025-11-18,2025-11-24,2025-12-01,2025-12-05,2025-12-18,706758,30.0,Company_1207,Healthcare,Mid-Market,North,Trade Show,Sneha,Analytics Platform,47,MQL
L01208,2025-12-15,2025-12-18,,,,0,,Company_1208,Technology,Enterprise,East,Trade Show,Priya,Cloud Solutions,32,SQL
L01209,2025-05-21,2025-05-28,,,,0,,Company_1209,Logistics,Mid-Market,East,Webinar,Rahul,Cloud Solutions,56,Lead
L01210,2025-12-25,,,,,0,,Company_1210,Technology,Mid-Market,East,Referral,Sneha,Cloud Solutions,97,Won
L01211,2025-01-07,2025-01-12,,,,0,,Company_1211,Finance,Mid-Market,East,Website,Vikash,Cybersecurity,66,Won
L01212,2025-03-29,2025-04-05,2025-04-07,2025-04-20,,855698,,Company_1212,Finance,Small,Central,Trade Show,Priya,Analytics Platform,90,Lost
L01213,2025-09-03,2025-09-08,2025-09-13,,,0,,Company_1213,Healthcare,Enterprise,West,Webinar,Neha,Cloud Solutions,49,SQL
L01214,2025-11-21,2025-11-24,2025-11-30,2025-12-07,2025-12-19,575010,28.0,Company_1214,Technology,Small,Central,Website,Arjun,ERP Software,95,MQL
L01215,2025-04-15,,,,,0,,Company_1215,Manufacturing,Enterprise,North,Trade Show,Amit,ERP Software,79,Lead
L01216,2025-07-20,2025-07-21,2025-07-26,,,0,,Company_1216,Healthcare,Mid-Market,North,Website,Amit,ERP Software,14,MQL
L01217,2025-08-26,2025-09-02,2025-09-08,2025-09-14,2025-10-12,596430,47.0,Company_1217,Finance,Small,West,Referral,Rahul,Cloud Solutions,15,Opportunity
L01218,2025-09-21,2025-09-23,2025-09-25,,,0,,Company_1218,Manufacturing,Enterprise,South,Referral,Amit,ERP Software,26,Won
L01219,2025-08-03,2025-08-08,2025-08-18,,,0,,Company_1219,Finance,Enterprise,North,Google Ads,Arjun,ERP Software,19,SQL
L01220,2025-04-02,2025-04-09,2025-04-12,2025-04-18,2025-04-26,683367,24.0,Company_1220,Healthcare,Small,West,Trade Show,Amit,Cybersecurity,76,Lead
L01221,2025-08-30,,,,,0,,Company_1221,Technology,Enterprise,Central,Trade Show,Sneha,Cloud Solutions,88,Lead
